renda_mensal,valor_solicitado,prazo_meses,taxa_juros_mensal,parcela_estimada,comprometimento_renda,score_credito,atrasos_12m,tempo_emprego_meses,reserva_meses,outros_creditos,relacao_credito_renda,finalidade,moradia,inadimplente
2066.93,18614.07,18,0.706,1104.9,53.46,857,0,19,1.1,0,0.75,Educação,Familiar,0
10193.36,6210.53,12,2.997,623.82,6.12,469,4,29,0.9,2,0.051,Crédito pessoal,Própria,1
2311.52,5264.86,24,1.982,277.79,12.02,743,0,78,5.6,0,0.19,Crédito pessoal,Alugada,0
8522.96,17219.14,12,0.722,1503.13,17.64,899,0,44,2.9,0,0.168,Educação,Alugada,0
3366.97,19749.84,24,2.47,1100.58,32.69,555,1,65,1.3,0,0.489,Crédito pessoal,Alugada,0
14036.1,33472.51,18,1.869,2206.98,15.72,568,2,34,3.4,0,0.199,Financiamento de veículo,Financiada,0
8276.17,9802.72,12,2.09,932.06,11.26,730,0,39,3.3,2,0.099,Crédito pessoal,Alugada,0
2783.39,8832.56,24,1.466,439.24,15.78,794,0,94,3.8,0,0.264,Crédito pessoal,Financiada,0
2944.88,14276.56,36,1.365,504.59,17.13,540,0,49,2.0,1,0.404,Financiamento de veículo,Própria,0
7569.18,25180.76,36,1.472,906.09,11.97,491,0,51,3.0,1,0.277,Financiamento de veículo,Financiada,0
4419.31,12038.5,18,1.253,751.24,17.0,795,0,41,1.4,2,0.227,Reforma ou serviços,Financiada,0
4681.72,4402.01,24,0.912,205.05,4.38,793,0,31,1.6,2,0.078,Crédito pessoal,Própria,0
11443.78,11580.5,36,2.436,486.76,4.25,516,0,36,5.0,3,0.084,Reforma ou serviços,Própria,0
3268.96,15698.96,12,1.287,1420.26,43.45,850,0,44,1.3,1,0.4,Consolidação de dívidas,Familiar,1
5502.82,7997.42,6,1.852,1420.64,25.82,552,0,97,0.5,1,0.121,Reforma ou serviços,Própria,0
9398.29,2576.51,36,2.301,106.04,1.13,752,0,44,3.9,0,0.023,Crédito pessoal,Alugada,0
8587.53,17521.94,24,1.908,916.81,10.68,561,0,85,3.6,0,0.17,Reforma ou serviços,Alugada,0
4710.05,5458.31,60,1.67,144.74,3.07,673,0,21,4.3,1,0.097,Reforma ou serviços,Própria,0
4347.22,26148.79,36,2.333,1081.51,24.88,624,0,59,3.3,2,0.501,Crédito pessoal,Própria,0
1769.32,8081.91,12,2.143,770.94,43.57,669,0,7,2.7,1,0.381,Crédito pessoal,Financiada,0
2701.44,7354.91,36,0.796,235.79,8.73,663,0,24,0.4,3,0.227,Financiamento de veículo,Própria,0
6334.69,18035.54,6,1.592,3175.57,50.13,819,0,25,1.9,2,0.237,Crédito pessoal,Alugada,0
4773.94,9722.91,36,1.246,336.84,7.06,871,0,30,1.2,3,0.17,Crédito pessoal,Alugada,0
5447.26,4636.64,48,1.938,149.25,2.74,452,0,85,3.2,0,0.071,Reforma ou serviços,Familiar,0
9904.57,2445.31,12,0.55,211.13,2.13,784,0,8,9.2,0,0.021,Financiamento de veículo,Financiada,0
2490.59,5274.8,18,0.799,315.78,12.68,681,0,92,3.7,0,0.176,Financiamento de veículo,Alugada,0
4491.68,11251.7,12,2.403,1090.49,24.28,496,0,7,0.4,0,0.209,Reforma ou serviços,Financiada,1
5845.43,46385.05,12,0.938,4105.05,70.23,696,0,33,2.6,0,0.661,Financiamento de veículo,Familiar,0
3360.47,21146.75,18,0.55,1237.16,36.82,806,0,34,1.2,0,0.524,Financiamento de veículo,Financiada,0
12631.26,7406.54,18,0.55,433.31,3.43,912,0,112,5.5,0,0.049,Financiamento de veículo,Alugada,0
9133.81,7355.52,24,2.198,397.66,4.35,710,0,68,4.2,1,0.067,Consolidação de dívidas,Própria,0
6224.8,8550.91,60,2.557,280.24,4.5,590,1,137,1.9,0,0.114,Crédito pessoal,Própria,0
15816.95,3618.82,12,0.55,312.46,1.98,763,0,151,2.8,1,0.019,Financiamento de veículo,Própria,0
2053.09,7402.63,24,1.39,364.86,17.77,573,1,84,2.7,0,0.3,Financiamento de veículo,Familiar,0
5175.15,19510.44,12,1.247,1760.66,34.02,940,0,23,1.0,0,0.314,Crédito pessoal,Própria,0
6525.96,11893.92,36,1.839,454.63,6.97,729,0,57,4.2,2,0.152,Crédito pessoal,Própria,1
2949.5,10436.06,60,1.881,291.64,9.89,521,0,46,3.3,1,0.295,Reforma ou serviços,Financiada,0
6265.77,22591.88,24,1.727,1157.88,18.48,677,0,28,1.3,2,0.3,Crédito pessoal,Financiada,0
2618.44,6220.13,48,1.637,188.11,7.18,698,0,81,0.6,2,0.198,Educação,Familiar,0
7978.93,19058.75,48,1.408,548.95,6.88,523,0,13,2.5,1,0.199,Financiamento de veículo,Alugada,0
10019.33,6158.98,24,1.068,292.26,2.92,815,0,21,5.9,0,0.051,Crédito pessoal,Alugada,0
6156.48,16445.24,12,0.865,1448.74,23.53,730,0,8,3.9,2,0.223,Educação,Própria,0
1648.6,13683.84,60,0.55,268.38,16.28,718,0,19,0.5,2,0.692,Financiamento de veículo,Financiada,0
2855.5,7642.37,48,0.55,181.59,6.36,960,0,22,3.0,3,0.223,Crédito pessoal,Alugada,0
7380.04,12706.28,36,1.972,496.25,6.72,797,0,38,3.3,2,0.143,Consolidação de dívidas,Própria,0
5268.8,20716.67,24,0.742,945.47,17.94,824,1,86,1.6,1,0.328,Educação,Própria,0
1500.0,4499.3,12,1.187,404.5,26.97,630,0,29,2.1,0,0.25,Educação,Familiar,0
11237.02,28990.93,18,2.412,2004.52,17.84,691,1,87,5.4,1,0.215,Crédito pessoal,Própria,0
5659.78,11640.66,24,1.548,584.41,10.33,656,0,149,2.3,1,0.171,Reforma ou serviços,Própria,0
3129.37,17426.95,36,0.777,556.79,17.79,880,0,95,0.8,1,0.464,Reforma ou serviços,Alugada,0
9636.24,22511.52,12,1.321,2040.85,21.18,790,0,20,1.6,2,0.195,Reforma ou serviços,Própria,0
3416.39,8070.57,36,2.32,333.14,9.75,378,2,25,0.8,1,0.197,Educação,Alugada,0
3393.35,19983.41,36,0.55,613.38,18.08,815,0,87,4.1,2,0.491,Financiamento de veículo,Própria,0
6493.73,8191.97,60,0.965,180.49,2.78,680,1,25,2.9,2,0.105,Financiamento de veículo,Alugada,0
15688.1,4455.38,36,0.55,136.76,0.87,800,0,46,1.0,1,0.024,Reforma ou serviços,Financiada,0
14229.01,16089.75,60,0.828,341.37,2.4,831,0,60,3.4,1,0.094,Financiamento de veículo,Própria,0
6499.2,54999.76,12,1.547,5057.14,77.81,822,0,71,4.4,0,0.705,Crédito pessoal,Alugada,0
6926.38,8735.83,48,1.688,267.04,3.86,749,0,51,1.6,1,0.105,Crédito pessoal,Própria,0
8494.24,20234.59,36,2.421,848.55,9.99,464,1,16,3.5,1,0.199,Educação,Alugada,0
2385.31,17166.89,24,0.935,801.88,33.62,702,0,32,2.2,2,0.6,Financiamento de veículo,Alugada,0
7752.62,6074.77,24,1.258,294.81,3.8,777,0,95,0.6,0,0.065,Reforma ou serviços,Alugada,0
3298.72,8969.07,12,1.955,845.79,25.64,748,0,43,2.8,1,0.227,Crédito pessoal,Própria,0
6335.16,34423.7,12,3.523,3567.07,56.31,457,0,128,1.1,1,0.453,Consolidação de dívidas,Financiada,1
4516.01,13373.12,24,2.891,780.45,17.28,663,0,53,6.3,3,0.247,Consolidação de dívidas,Financiada,0
7095.12,14727.93,24,1.05,697.45,9.83,626,2,22,0.5,0,0.173,Financiamento de veículo,Própria,0
5595.05,4498.29,36,0.55,138.07,2.47,889,0,65,2.0,0,0.067,Educação,Financiada,0
1500.0,6175.51,18,0.55,361.29,24.09,765,0,98,4.6,0,0.343,Financiamento de veículo,Própria,0
5809.95,20367.71,18,0.55,1191.58,20.51,816,0,48,1.3,2,0.292,Financiamento de veículo,Alugada,0
7743.03,1456.04,12,0.786,127.63,1.65,690,0,48,2.8,1,0.016,Educação,Alugada,0
6856.07,25122.15,60,1.005,559.63,8.16,833,0,57,17.2,0,0.305,Crédito pessoal,Própria,0
4879.56,31625.74,12,0.57,2734.15,56.03,788,0,62,4.3,2,0.54,Financiamento de veículo,Própria,0
14393.82,51179.59,24,1.546,2568.87,17.85,759,0,26,3.2,1,0.296,Crédito pessoal,Própria,0
6307.31,35030.25,24,0.55,1562.05,24.77,894,0,8,3.9,0,0.463,Financiamento de veículo,Alugada,0
6821.07,18687.54,24,1.711,956.0,14.02,868,0,68,3.1,2,0.228,Crédito pessoal,Própria,0
9936.79,24523.33,6,1.564,4313.91,43.41,863,0,43,2.5,0,0.206,Crédito pessoal,Alugada,0
6510.83,10833.23,48,2.255,371.76,5.71,719,0,58,2.7,0,0.139,Consolidação de dívidas,Financiada,0
2979.89,9405.72,24,0.55,419.41,14.07,909,0,38,9.9,2,0.263,Educação,Própria,0
1500.0,12162.38,18,0.55,711.54,47.44,966,0,58,5.4,0,0.676,Reforma ou serviços,Financiada,0
3868.41,7738.94,18,1.386,488.76,12.63,567,3,20,1.5,2,0.167,Financiamento de veículo,Própria,0
8334.84,10292.31,60,3.449,408.37,4.9,433,2,33,3.6,0,0.103,Consolidação de dívidas,Familiar,0
4177.61,39888.76,24,0.55,1778.7,42.58,922,0,19,10.5,0,0.796,Reforma ou serviços,Própria,0
8545.37,8218.21,24,1.812,425.29,4.98,730,0,33,2.4,1,0.08,Crédito pessoal,Alugada,0
5702.3,16599.28,48,2.569,605.67,10.62,535,1,13,1.3,1,0.243,Crédito pessoal,Familiar,0
11556.63,4347.83,60,2.236,132.32,1.14,577,1,72,1.2,1,0.031,Crédito pessoal,Familiar,0
4330.25,7743.94,60,0.879,166.62,3.85,706,0,109,2.3,1,0.149,Educação,Financiada,0
6948.88,7793.0,12,1.836,729.48,10.5,536,0,14,1.2,1,0.093,Financiamento de veículo,Financiada,0
7115.73,12795.47,24,1.349,627.63,8.82,555,2,44,2.3,2,0.15,Financiamento de veículo,Própria,1
13192.54,7429.66,36,1.423,265.17,2.01,602,0,38,2.9,1,0.047,Financiamento de veículo,Alugada,0
1804.97,7653.04,36,1.081,257.78,14.28,904,0,112,6.0,0,0.353,Crédito pessoal,Alugada,0
3913.55,9689.84,24,0.55,432.08,11.04,920,0,46,1.7,2,0.206,Financiamento de veículo,Financiada,0
8799.88,12099.86,24,1.587,610.23,6.93,789,0,92,1.8,0,0.115,Crédito pessoal,Própria,0
13559.87,4203.59,24,0.55,187.44,1.38,844,0,69,3.0,0,0.026,Financiamento de veículo,Própria,0
6034.56,4525.42,36,2.004,177.67,2.94,534,1,53,1.6,2,0.062,Educação,Própria,0
4337.0,14980.33,36,1.174,512.66,11.82,759,0,28,1.5,0,0.288,Educação,Própria,0
8315.09,9192.32,60,0.55,180.29,2.17,798,0,54,2.4,2,0.092,Financiamento de veículo,Alugada,0
8910.71,16024.42,36,2.414,671.26,7.53,615,2,19,2.0,0,0.15,Crédito pessoal,Familiar,0
4160.64,11879.05,48,2.763,449.78,10.81,600,1,32,0.5,0,0.238,Consolidação de dívidas,Familiar,1
6381.79,14650.57,60,2.944,523.02,8.2,484,4,7,1.4,0,0.191,Reforma ou serviços,Financiada,0
10811.23,5270.44,6,1.313,919.23,8.5,822,0,102,4.8,1,0.041,Crédito pessoal,Própria,0
16789.32,3167.84,6,1.831,562.32,3.35,586,0,49,3.5,0,0.016,Reforma ou serviços,Própria,0
8240.6,10269.9,60,0.55,201.42,2.44,820,0,100,5.0,4,0.104,Financiamento de veículo,Própria,0
5344.27,14217.28,36,1.764,536.85,10.05,531,1,47,0.9,0,0.222,Reforma ou serviços,Alugada,0
5028.55,12486.73,18,2.158,844.49,16.79,714,0,50,0.4,1,0.207,Crédito pessoal,Alugada,0
7346.65,39342.38,24,0.55,1754.33,23.88,771,0,66,0.7,2,0.446,Financiamento de veículo,Alugada,0
4840.13,17787.96,24,2.879,1036.67,21.42,415,2,41,0.9,0,0.306,Educação,Financiada,0
5848.8,13008.32,12,1.799,1214.96,20.77,817,0,38,7.2,2,0.185,Crédito pessoal,Própria,0
2698.71,11895.55,48,1.602,357.09,13.23,582,0,34,0.4,1,0.367,Educação,Financiada,0
11621.24,13305.4,18,1.333,836.33,7.2,803,0,20,2.5,0,0.095,Reforma ou serviços,Financiada,0
2564.45,8406.76,24,2.839,487.82,19.02,551,1,34,1.0,0,0.273,Consolidação de dívidas,Própria,0
3977.88,31663.52,48,1.633,956.8,24.05,716,0,86,1.2,0,0.663,Crédito pessoal,Alugada,1
5524.35,10223.32,48,1.047,272.07,4.92,950,0,32,0.3,2,0.154,Crédito pessoal,Própria,0
17869.06,17627.65,12,1.707,1637.05,9.16,814,0,145,1.7,1,0.082,Crédito pessoal,Alugada,0
4001.2,17436.59,12,1.218,1570.64,39.25,807,0,8,3.5,2,0.363,Crédito pessoal,Financiada,1
3440.89,2561.06,12,1.655,237.07,6.89,468,0,89,1.7,0,0.062,Educação,Própria,0
3695.63,6576.69,18,2.275,449.34,12.16,709,0,36,2.8,2,0.148,Consolidação de dívidas,Própria,0
14543.95,17698.96,18,1.872,1167.26,8.03,710,0,61,1.2,0,0.101,Reforma ou serviços,Alugada,0
1500.0,12471.05,36,0.916,408.26,27.22,655,0,21,3.9,0,0.693,Financiamento de veículo,Alugada,0
2792.57,15900.7,12,3.069,1603.99,57.44,582,0,10,1.8,1,0.474,Consolidação de dívidas,Familiar,1
28277.25,22584.35,12,2.966,2264.33,8.01,535,1,77,2.4,1,0.067,Crédito pessoal,Familiar,0
7500.77,6286.43,24,2.218,340.64,4.54,774,0,100,1.4,2,0.07,Consolidação de dívidas,Própria,0
2619.41,9425.2,6,1.228,1639.09,62.57,596,1,45,2.1,3,0.3,Financiamento de veículo,Alugada,1
5066.6,6001.59,18,2.868,431.53,8.52,402,0,32,2.0,1,0.099,Crédito pessoal,Própria,0
5422.09,24456.14,24,1.114,1166.97,21.52,798,0,42,6.0,2,0.376,Reforma ou serviços,Financiada,0
8786.85,14438.41,24,0.55,643.83,7.33,841,0,42,3.8,0,0.137,Financiamento de veículo,Financiada,0
16267.18,48837.1,36,1.247,1692.0,10.4,815,0,36,3.3,1,0.25,Reforma ou serviços,Familiar,0
6616.46,13782.05,24,0.55,614.56,9.29,947,0,48,1.7,2,0.174,Financiamento de veículo,Própria,0
3720.99,4491.47,24,2.088,239.84,6.45,732,0,63,2.5,2,0.101,Consolidação de dívidas,Financiada,0
8471.02,17726.57,48,3.53,771.74,9.11,386,1,59,5.6,0,0.174,Consolidação de dívidas,Alugada,0
3372.8,6780.65,36,1.748,255.37,7.57,684,0,27,0.1,1,0.168,Crédito pessoal,Familiar,1
2740.09,12489.47,24,2.048,663.94,24.23,623,0,36,0.1,3,0.38,Crédito pessoal,Financiada,0
1746.33,5820.19,36,1.686,216.99,12.43,785,0,18,1.6,0,0.278,Crédito pessoal,Própria,0
1970.48,8335.76,18,1.861,549.25,27.87,719,0,58,0.8,1,0.353,Consolidação de dívidas,Financiada,0
2982.8,5149.53,60,1.567,133.03,4.46,708,0,23,2.0,2,0.144,Crédito pessoal,Familiar,0
2505.35,11917.04,36,2.775,527.68,21.06,564,2,4,2.0,1,0.396,Consolidação de dívidas,Própria,1
6314.61,5211.45,36,3.049,240.44,3.81,530,1,29,1.6,3,0.069,Consolidação de dívidas,Alugada,1
2472.0,7940.02,36,2.637,344.27,13.93,514,1,60,5.2,3,0.268,Consolidação de dívidas,Alugada,0
1500.0,9852.96,6,0.577,1675.47,111.7,824,0,63,0.7,0,0.547,Educação,Própria,1
2722.18,23851.76,12,1.302,2159.79,79.34,571,0,87,0.9,2,0.73,Reforma ou serviços,Familiar,1
3881.05,14878.45,24,0.615,668.73,17.23,749,0,161,6.5,0,0.319,Educação,Própria,0
3572.55,5095.25,36,0.787,163.08,4.56,843,0,43,0.4,2,0.119,Reforma ou serviços,Alugada,0
13339.96,2600.98,48,0.55,61.8,0.46,864,0,38,1.8,1,0.016,Financiamento de veículo,Financiada,0
3554.67,27789.18,24,2.464,1547.53,43.54,653,0,47,1.3,1,0.651,Consolidação de dívidas,Alugada,1
8978.49,19928.03,18,2.182,1350.55,15.04,627,0,32,3.7,0,0.185,Crédito pessoal,Própria,0
5139.16,19330.87,24,1.742,992.4,19.31,701,0,16,1.8,0,0.313,Crédito pessoal,Alugada,1
5065.38,15804.32,18,1.159,977.86,19.3,980,0,15,0.3,1,0.26,Crédito pessoal,Financiada,0
3097.89,8075.98,36,2.35,334.93,10.81,550,0,40,1.1,1,0.217,Crédito pessoal,Financiada,0
5013.9,20243.95,36,0.962,668.04,13.32,722,0,106,1.0,1,0.336,Reforma ou serviços,Financiada,0
3235.87,18006.75,12,2.943,1802.89,55.72,625,3,31,3.5,0,0.464,Crédito pessoal,Alugada,1
5778.09,47220.71,24,1.66,2401.4,41.56,614,1,70,6.4,0,0.681,Reforma ou serviços,Familiar,0
4491.49,20306.69,36,1.981,794.25,17.68,751,0,94,5.2,1,0.377,Consolidação de dívidas,Financiada,0
2895.01,6820.19,60,0.768,142.31,4.92,768,0,69,1.7,0,0.196,Financiamento de veículo,Alugada,0
9617.97,12837.06,24,0.998,604.12,6.28,920,1,75,6.0,0,0.111,Crédito pessoal,Familiar,0
6775.41,6872.14,36,0.837,221.9,3.28,760,0,16,4.5,1,0.085,Financiamento de veículo,Própria,0
3938.74,13589.44,24,1.213,656.07,16.66,889,0,36,7.6,1,0.288,Crédito pessoal,Própria,0
5690.88,2449.41,24,1.728,125.55,2.21,646,1,11,1.2,0,0.036,Educação,Própria,0
4936.66,13787.85,36,2.556,590.42,11.96,549,0,27,3.3,2,0.233,Crédito pessoal,Própria,0
3036.64,11531.09,60,1.365,282.74,9.31,706,0,15,0.9,0,0.316,Reforma ou serviços,Própria,0
5432.32,9341.6,18,0.991,569.19,10.48,753,0,61,0.3,0,0.143,Financiamento de veículo,Própria,0
3538.25,18053.67,24,1.137,863.81,24.41,787,0,15,0.5,3,0.425,Educação,Financiada,0
2894.46,8950.92,12,1.682,829.95,28.67,632,0,15,2.6,1,0.258,Crédito pessoal,Alugada,0
1901.31,7604.54,36,2.343,315.04,16.57,385,0,41,1.0,1,0.333,Educação,Própria,0
4163.36,13036.71,24,2.521,730.59,17.55,598,0,8,0.5,0,0.261,Crédito pessoal,Familiar,0
7390.39,10530.4,12,0.55,909.22,12.3,776,0,152,6.6,0,0.119,Educação,Própria,0
3380.32,11615.67,36,0.95,382.52,11.32,889,0,35,2.6,2,0.286,Crédito pessoal,Própria,0
24816.23,57979.82,36,2.528,2471.88,9.96,531,1,92,7.6,1,0.195,Reforma ou serviços,Financiada,0
9005.03,7888.2,12,1.771,735.47,8.17,759,0,16,1.8,0,0.073,Crédito pessoal,Própria,0
11673.76,8853.06,36,0.831,285.57,2.45,773,0,54,5.7,1,0.063,Educação,Alugada,0
8513.98,27631.18,48,2.344,965.03,11.33,639,0,62,2.4,1,0.27,Crédito pessoal,Alugada,0
16402.52,8026.29,24,1.911,420.1,2.56,590,1,19,2.2,0,0.041,Financiamento de veículo,Financiada,0
3192.22,26346.52,36,1.817,1003.55,31.44,656,0,73,1.2,3,0.688,Crédito pessoal,Própria,0
1500.0,7132.11,24,1.883,372.09,24.81,532,1,26,1.0,0,0.396,Reforma ou serviços,Própria,0
3943.47,13889.72,18,3.527,1055.42,26.76,436,1,31,0.4,2,0.294,Crédito pessoal,Financiada,0
7350.4,27312.23,12,1.477,2500.39,34.02,587,0,19,1.1,3,0.31,Financiamento de veículo,Familiar,1
5712.17,5785.1,18,1.036,353.95,6.2,790,0,75,0.2,2,0.084,Reforma ou serviços,Financiada,0
6168.48,23722.41,36,0.828,764.73,12.4,687,0,53,2.0,0,0.32,Financiamento de veículo,Própria,0
11794.38,26776.34,18,2.539,1871.81,15.87,689,0,51,6.3,1,0.189,Consolidação de dívidas,Própria,0
6589.87,11562.88,24,1.411,571.3,8.67,775,0,50,0.8,0,0.146,Reforma ou serviços,Alugada,0
8533.37,20788.73,48,1.735,641.74,7.52,812,0,52,1.6,1,0.203,Crédito pessoal,Alugada,0
2904.12,7412.16,12,0.885,653.79,22.51,639,1,25,4.5,1,0.213,Financiamento de veículo,Alugada,0
2636.66,8134.47,12,0.55,702.35,26.64,736,0,69,6.7,1,0.257,Financiamento de veículo,Própria,0
14145.68,23432.24,36,2.873,1053.07,7.44,683,0,22,4.6,1,0.138,Consolidação de dívidas,Própria,0
5535.7,34039.16,6,1.755,6026.66,108.87,671,0,50,2.0,2,0.512,Reforma ou serviços,Alugada,1
3533.39,1829.11,12,1.835,171.21,4.85,704,1,39,3.0,0,0.043,Educação,Própria,0
3537.41,3125.08,24,1.045,147.89,4.18,823,0,29,3.3,0,0.074,Reforma ou serviços,Financiada,0
3477.11,5538.98,60,0.997,123.11,3.54,901,0,39,3.1,0,0.133,Crédito pessoal,Familiar,0
3350.48,7864.93,24,0.557,351.03,10.48,866,0,51,0.9,0,0.196,Reforma ou serviços,Familiar,0
2346.93,5713.4,12,0.736,499.2,21.27,806,0,69,3.8,1,0.203,Educação,Familiar,0
2051.14,3606.61,36,2.925,163.35,7.96,617,0,45,4.8,2,0.147,Consolidação de dívidas,Alugada,1
4607.82,41350.49,24,1.43,2047.59,44.44,864,1,81,0.0,2,0.748,Crédito pessoal,Própria,0
3600.4,21090.75,12,1.615,1947.43,54.09,671,0,26,1.2,0,0.488,Crédito pessoal,Própria,0
10330.47,11620.82,24,0.733,529.84,5.13,935,0,35,2.9,2,0.094,Crédito pessoal,Alugada,0
6236.17,20109.17,36,2.801,893.98,14.34,730,0,62,2.3,2,0.269,Consolidação de dívidas,Familiar,0
6129.76,11187.75,60,1.384,275.71,4.5,508,1,16,2.8,0,0.152,Financiamento de veículo,Financiada,0
3280.26,19017.34,36,1.52,689.78,21.03,585,2,74,0.5,1,0.483,Financiamento de veículo,Financiada,0
4824.08,36981.6,36,1.969,1443.75,29.93,750,0,17,0.0,0,0.639,Crédito pessoal,Alugada,0
6504.4,43274.64,48,1.629,1306.42,20.09,634,0,128,2.1,1,0.554,Reforma ou serviços,Financiada,0
8106.77,19877.64,18,1.043,1216.91,15.01,753,0,26,1.8,0,0.204,Crédito pessoal,Própria,0
4905.93,15168.5,24,0.83,699.65,14.26,593,0,121,4.7,0,0.258,Financiamento de veículo,Alugada,0
10152.45,29492.09,60,0.55,578.43,5.7,792,0,71,3.0,0,0.242,Financiamento de veículo,Financiada,0
5225.82,10527.12,24,2.534,590.8,11.31,557,1,13,0.0,0,0.168,Consolidação de dívidas,Familiar,0
8501.34,11606.18,12,2.685,1144.14,13.46,694,0,21,3.7,1,0.114,Consolidação de dívidas,Alugada,0
3838.0,35959.84,60,1.871,1002.34,26.12,769,0,15,5.9,2,0.781,Crédito pessoal,Própria,0
1690.21,9430.69,24,1.882,491.98,29.11,889,0,34,4.5,1,0.465,Consolidação de dívidas,Familiar,0
6141.33,7956.45,18,1.629,513.55,8.36,622,1,81,2.8,0,0.108,Reforma ou serviços,Familiar,0
8152.78,18310.75,36,3.053,845.3,10.37,508,1,111,1.4,1,0.187,Consolidação de dívidas,Financiada,0
7428.87,8243.63,24,1.736,422.91,5.69,703,0,19,1.5,0,0.092,Reforma ou serviços,Alugada,0
6755.89,3574.07,24,0.634,161.01,2.38,636,1,17,1.5,1,0.044,Financiamento de veículo,Própria,0
4189.3,12214.66,12,1.425,1114.63,26.61,844,0,56,3.3,1,0.243,Reforma ou serviços,Alugada,0
3153.38,23255.39,6,3.038,4298.26,136.31,522,1,14,3.1,0,0.615,Crédito pessoal,Própria,1
7320.88,3680.69,12,0.664,320.13,4.37,756,0,80,2.0,1,0.042,Financiamento de veículo,Alugada,0
6773.76,26190.31,18,2.334,1798.68,26.55,607,2,66,4.3,1,0.322,Crédito pessoal,Própria,0
3672.6,11691.88,24,0.664,528.63,14.39,759,0,46,0.8,1,0.265,Educação,Financiada,0
10344.98,8459.2,48,1.413,243.9,2.36,611,1,78,4.8,0,0.068,Financiamento de veículo,Financiada,0
3008.02,7642.6,12,3.15,774.69,25.75,551,2,76,6.8,2,0.212,Crédito pessoal,Própria,0
3621.45,15049.16,36,2.078,597.8,16.51,567,0,21,5.4,1,0.346,Reforma ou serviços,Própria,0
14342.72,11454.87,48,3.711,514.56,3.59,464,3,16,4.2,1,0.067,Consolidação de dívidas,Alugada,1
8910.05,21685.56,24,2.577,1222.8,13.72,667,0,42,2.1,0,0.203,Consolidação de dívidas,Própria,0
4164.9,21569.32,60,1.414,535.63,12.86,725,0,79,2.5,2,0.432,Reforma ou serviços,Alugada,0
6214.19,16575.39,36,1.705,619.93,9.98,673,0,20,3.3,0,0.222,Reforma ou serviços,Familiar,0
5723.78,9041.64,60,2.389,285.15,4.98,602,1,17,2.4,0,0.132,Reforma ou serviços,Própria,0
1500.0,12695.22,18,0.666,750.74,50.05,767,0,18,3.2,1,0.705,Financiamento de veículo,Financiada,0
2964.31,8831.62,36,0.55,271.08,9.14,841,0,31,8.4,1,0.248,Financiamento de veículo,Própria,0
5038.63,10063.66,12,2.146,960.16,19.06,612,1,3,5.2,1,0.166,Crédito pessoal,Familiar,0
4168.51,8577.5,48,0.902,220.97,5.3,724,0,22,7.3,0,0.171,Financiamento de veículo,Financiada,0
6060.92,22550.77,18,0.55,1319.3,21.77,785,0,59,5.0,0,0.31,Financiamento de veículo,Própria,0
10474.44,26290.04,12,2.974,2636.98,25.18,522,0,79,2.6,2,0.209,Consolidação de dívidas,Familiar,0
4260.16,12365.63,24,1.759,636.07,14.93,663,0,152,0.6,0,0.242,Reforma ou serviços,Própria,0
2699.08,4897.01,12,0.939,433.43,16.06,786,0,40,1.5,1,0.151,Educação,Alugada,0
6360.24,7384.78,18,0.55,432.04,6.79,932,0,28,2.3,1,0.097,Financiamento de veículo,Alugada,0
4246.74,13583.47,24,1.943,713.52,16.8,438,1,132,4.8,1,0.267,Financiamento de veículo,Familiar,1
4720.43,32612.29,12,2.657,3209.64,67.99,481,0,44,4.1,0,0.576,Crédito pessoal,Própria,0
4339.5,1586.39,6,1.743,280.76,6.47,899,0,45,0.8,0,0.03,Consolidação de dívidas,Própria,0
20875.96,16721.17,24,0.55,745.62,3.57,737,0,97,3.0,3,0.067,Financiamento de veículo,Financiada,0
1500.0,5591.93,12,2.458,543.77,36.25,484,0,10,5.9,2,0.311,Reforma ou serviços,Própria,0
4087.33,12595.7,36,2.161,507.05,12.41,592,1,46,0.8,1,0.257,Crédito pessoal,Própria,0
5188.12,23486.42,6,0.684,4008.68,77.27,804,0,15,1.8,4,0.377,Financiamento de veículo,Familiar,0
3203.84,24514.53,36,2.555,1049.49,32.76,490,0,8,1.4,0,0.638,Consolidação de dívidas,Alugada,1
9084.33,11926.51,24,1.151,571.57,6.29,690,0,21,6.0,2,0.109,Educação,Familiar,0
8609.6,24079.68,24,2.56,1355.38,15.74,561,0,117,8.2,0,0.233,Crédito pessoal,Financiada,0
5048.3,3704.87,24,1.705,189.4,3.75,575,0,10,1.3,2,0.061,Educação,Financiada,0
4396.64,10168.76,24,1.968,535.68,12.18,634,0,31,1.0,1,0.193,Crédito pessoal,Própria,0
4851.29,17975.15,24,2.737,1031.56,21.26,687,1,74,0.4,1,0.309,Consolidação de dívidas,Própria,0
4872.91,9828.74,24,2.114,526.41,10.8,642,0,22,2.2,1,0.168,Consolidação de dívidas,Própria,0
4953.37,6753.99,18,1.525,431.92,8.72,839,1,151,4.6,2,0.114,Crédito pessoal,Financiada,0
4627.88,8818.86,24,0.72,401.43,8.67,847,0,43,0.2,1,0.159,Reforma ou serviços,Alugada,0
6081.05,22593.85,12,0.55,1950.81,32.08,870,0,9,1.9,1,0.31,Financiamento de veículo,Alugada,0
8294.98,12945.55,24,1.427,640.79,7.73,667,0,21,3.2,0,0.13,Reforma ou serviços,Alugada,0
